Kind_(disambiguation)	Kind_(disambiguation)	8.97
null	Hotel	6
Bed	Closet	6.72
Closet	Clothing	8
null	Conclusion	4.81
null	Solitude	3.88
Impartiality	Interest_(emotion)	5.16
Direction_(geometry)	Combination	2.25
Street	Place	6.44
Street	Avenue_(landscape)	8.88
Street	City_block	6.88
Street	Child	4.94
Listed_building	Distance	2.56
null	Categorization	6.38
Cellular_network	Telephone	7.81
Outline_of_industrial_organization	null	1.75
null	Index	4.25
Mass_media	Trade	3.88
Mass_media	Gain_(finance)	2.88
Dividend	Payment	7.63
Division_(mathematics)	Calculation	6.48
Calculation	Computation	8.44
Currency	Market	7.5
OPEC	Oil	8.59
Oil	Stock	6.34
null	Manufacturing	3.38
null	null	6
Profit	null	3.88
Profit	Deficit	7.63
Dollar	Japanese_yen	7.78
Dollar	Dollar	9.22
Dollar	Profit	7.38
Dollar	Deficit	6.09
Computer	Computer_software	8.5
Computer_network	Computer_hardware	8.31
Telephone	Tool	7.13
Tool	Manufacturing	5.91
Luxury_vehicle	Automobile	6.47
5_(number)	Month	3.38
Report	Gain_(finance)	3.63
Investor	null	7.13
Liquid	Water	7.89
Baseball	Season_(sports)	5.97
Game	null	7.03
Game	Team	7.69
Marathon	Sprint_(race)	7.47
Game	null	6.19
Game	null	6.97
7_(number)	Series_(mathematics)	3.56
Seafood	Sea	7.47
Seafood	Food	8.34
Seafood	Lobster	8.7
Lobster	Food	7.81
Lobster	Wine	5.7
Food	Cooking	6.22
Video	Archive	6.34
null	Year	4.06
null	Game	4.47
Game	Tournament	5.97
Boxing	null	7.61
Championship	Tournament	8.36
Combat	null	7.41
Telephone_line	Insurance	2.69
Day	Summer	3.94
Summer	Drought	7.16
Summer	Nature	5.63
Day	Dawn	7.53
Nature	Natural_environment	8.31
Natural_environment	Ecology	8.81
Nature_(innate)	Man	6.25
Man	Woman	8.3
Man	Governor	5.25
Murder	Manslaughter	8.53
Soap_opera	Opera	7.94
Opera	Performance	6.88
Personal_life	null	5.94
Attention	Personal_life	4.06
Manufacturing	Crew	6.25
Television	Film	7.72
Sexual_partner	null	6.19
Observation	Serial_(radio_and_television)	2.97
Possibility	Girl	1.94
Population	null	3.75
Morality	Importance	3.31
Morality	Marriage	3.69
Mexico	Brazil	7.44
Gender	Equality	6.41
Social_change	Attitude_(psychology)	5.44
Family	Planning	6.25
Opera	Industry	2.63
Sugar	null	0.88
null	Institution	3.19
Minister_(Christianity)	Culture	4.69
Problem	null	6.75
Size	Topographic_prominence	5.31
Country	Citizenship	7.31
Planet	People	5.75
Economic_development	Issue_(legal)	3.97
Experience	Music	3.47
Music	Project	3.63
Glass	Metal	5.56
Aluminium	Metal	7.83
Probability	Credibility	3.88
Collection_(museum)	Souvenir	5.31
Concert	Virtuoso	6.81
Rock_music	Jazz	7.59
Museum	Theater_(structure)	7.19
Observation	Architecture	4.38
Space	World	6.53
Environmental_preservation	World	6.19
null	Ticket_(admission)	7.69
Rain	Thunderstorm	6.31
Rain	Flood	6.03
Weather	Weather_forecasting	8.34
Disaster	Area	6.25
Governor	Office	6.34
Architecture	Century	3.78
