Telephone_line	Insurance	2.69
Crane_(machine)	Tool	2.69
Drink	Mother	2.65
Opera	Industry	2.63
Volunteer	Motto	2.56
Listed_building	Distance	2.56
Precedent	Collecting	2.5
Drinkware	null	2.4
Sign	Recess_(break)	2.38
Problem	Airport	2.38
Reason	Hypertension	2.31
Direction_(geometry)	Combination	2.25
Wednesday	News	2.22
Glass	Magic_(illusion)	2.08
Cemetery	Woodland	2.08
Possibility	Girl	1.94
Drinkware	Substance	1.92
Forest	Graveyard	1.85
Stock	Egg_(food)	1.81
Month	Hotel	1.81
Energy	Secretary	1.81
Precedent	Group_(sociology)	1.77
Outline_of_industrial_organization	null	1.75
Stock	Telephone	1.62
Sacred	Sexual_intercourse	1.62
Stock	Compact_Disc	1.31
Drink	Ear	1.31
Delay	Racism	1.19
Stock	Life	0.92
Stock	Jaguar_Cars	0.92
Monk	Slavery	0.92
Boy	Magician_(fantasy)	0.92
Sugar	null	0.88
Rooster	Travel	0.62
Noon	Twine	0.54
Chord_(geometry)	Smile	0.54
Professor	Cucumber	0.31
King	Cabbage	0.23
